日付,USDJPY終値,USDJPY始値,USDJPY高値,USDJPY安値,USDJPY前日比%
2016年9月23日,101,100.75,101.25,100.67,0.25%
2016年9月22日,100.75,100.33,100.94,100.09,0.44%
2016年9月21日,100.31,101.72,102.81,100.31,-1.38%
2016年9月20日,101.71,101.95,102.08,101.54,-0.23%
2016年9月19日,101.94,102.22,102.42,101.58,-0.35%
2016年9月16日,102.3,102.08,102.47,101.73,0.21%
2016年9月15日,102.09,102.42,102.75,101.92,-0.32%
2016年9月14日,102.42,102.56,103.36,102.25,-0.14%
2016年9月13日,102.56,101.88,102.77,101.42,0.69%
2016年9月12日,101.86,102.69,102.8,101.56,-0.81%
2016年9月9日,102.69,102.48,103.06,101.97,0.19%
2016年9月8日,102.5,101.75,102.61,101.41,0.76%
2016年9月7日,101.73,102.03,102.14,101.2,-0.28%
2016年9月6日,102.02,103.44,103.83,101.94,-1.37%
2016年9月5日,103.44,103.95,104.14,103.14,-0.53%
2016年9月2日,103.99,103.24,104.33,102.81,0.72%
2016年9月1日,103.25,103.42,104.02,103.05,-0.16%
2016年8月31日,103.42,102.95,103.53,102.84,0.44%
2016年8月30日,102.97,101.92,103.14,101.75,1.03%
2016年8月29日,101.92,101.83,102.41,101.83,0.09%
2016年8月26日,101.83,100.53,101.94,100.08,1.29%
2016年8月25日,100.53,100.44,100.62,100.28,0.09%
2016年8月24日,100.44,100.25,100.62,100.08,0.19%
2016年8月23日,100.25,100.33,100.41,99.92,-0.08%
2016年8月22日,100.33,100.42,100.94,100.2,0.11%
2016年8月19日,100.22,99.89,100.46,99.86,0.33%
2016年8月18日,99.89,100.28,100.5,99.64,-0.38%
2016年8月17日,100.27,100.33,101.18,100.05,-0.04%
2016年8月16日,100.31,101.27,101.31,99.56,-0.93%
2016年8月15日,101.25,101.22,101.47,100.86,-0.06%
2016年8月12日,101.31,101.94,102.28,100.83,-0.63%
2016年8月11日,101.95,101.28,102.06,101,0.66%
2016年8月10日,101.28,101.89,101.97,100.95,-0.60%
2016年8月9日,101.89,102.44,102.53,101.77,-0.54%
2016年8月8日,102.44,101.72,102.67,101.72,0.62%
2016年8月5日,101.81,101.22,102.06,100.85,0.58%
2016年8月4日,101.22,101.25,101.67,100.86,-0.01%
2016年8月3日,101.23,100.89,101.58,100.73,0.34%
2016年8月2日,100.89,102.39,102.83,100.67,-1.46%
2016年8月1日,102.39,102.06,102.69,102,0.32%
2016年7月29日,102.06,105.25,105.34,101.95,-3.05%
2016年7月28日,105.27,105.41,105.53,104.53,-0.12%
2016年7月27日,105.4,104.65,106.54,104.61,0.71%
2016年7月26日,104.66,105.81,105.89,104,-1.06%
2016年7月25日,105.78,106.22,106.73,105.73,-0.28%
2016年7月22日,106.08,105.81,106.39,105.56,0.26%
2016年7月21日,105.81,106.86,107.48,105.42,-0.96%
2016年7月20日,106.84,106.14,107.03,105.83,0.68%
2016年7月19日,106.12,106.16,106.53,105.64,-0.04%
2016年7月18日,106.16,105.13,106.26,105.05,1.26%
2016年7月15日,104.84,105.34,106.31,104.64,-0.47%
2016年7月14日,105.34,104.5,105.95,104,0.80%
2016年7月13日,104.5,104.69,104.89,103.91,-0.18%
2016年7月12日,104.69,102.8,104.97,102.42,1.83%
2016年7月11日,102.81,100.44,102.91,100.44,2.25%
2016年7月8日,100.55,100.78,101.25,100.03,-0.23%
2016年7月7日,100.78,101.34,101.44,100.61,-0.54%
2016年7月6日,101.33,101.73,101.78,100.19,-0.38%
2016年7月5日,101.72,102.58,102.61,101.45,-0.82%
2016年7月4日,102.56,102.53,102.81,102.42,0.03%
2016年7月1日,102.53,103.27,103.41,102.42,-0.74%
2016年6月30日,103.29,102.84,103.33,102.36,0.45%
2016年6月29日,102.83,102.77,102.95,102.17,0.07%
2016年6月28日,102.76,102,102.85,101.54,0.75%
2016年6月27日,102,102.11,102.47,101.39,-0.22%
2016年6月24日,102.23,106.17,106.85,99.12,-3.70%
2016年6月23日,106.16,104.42,106.19,104.11,1.68%
2016年6月22日,104.41,104.75,104.86,104.31,-0.32%
2016年6月21日,104.75,103.94,105.06,103.58,0.78%
2016年6月20日,103.94,104.34,104.86,103.78,-0.17%
2016年6月17日,104.12,104.28,104.84,104.09,-0.12%
2016年6月16日,104.25,106,106.03,103.58,-1.67%
2016年6月15日,106.02,106.11,106.39,105.47,-0.08%
2016年6月14日,106.11,106.27,106.42,105.61,-0.13%
2016年6月13日,106.25,106.92,106.92,105.73,-0.68%
2016年6月10日,106.98,107.08,107.28,106.56,-0.10%
2016年6月9日,107.09,106.97,107.19,106.25,0.10%
2016年6月8日,106.98,107.34,107.39,106.58,-0.35%
2016年6月7日,107.36,107.58,107.92,107.17,-0.19%
2016年6月6日,107.56,106.44,107.66,106.36,0.97%
2016年6月3日,106.53,108.88,109.14,106.5,-2.14%
2016年6月2日,108.86,109.53,109.59,108.5,-0.61%
2016年6月1日,109.53,110.69,110.83,109.05,-1.07%
2016年5月31日,110.71,111.13,111.37,110.51,-0.38%
2016年5月30日,111.13,110.42,111.45,110.31,0.82%
2016年5月27日,110.23,109.77,110.47,109.47,0.42%
2016年5月26日,109.77,110.19,110.25,109.39,-0.38%
2016年5月25日,110.19,110,110.47,109.86,0.18%
2016年5月24日,109.99,109.23,110.12,109.15,0.70%
2016年5月23日,109.23,110.09,110.25,109.09,-0.84%
2016年5月20日,110.15,109.96,110.59,109.84,0.16%
2016年5月19日,109.97,110.19,110.39,109.69,-0.20%
2016年5月18日,110.19,109.14,110.27,108.72,0.96%
2016年5月17日,109.14,109.03,109.66,108.83,0.10%
2016年5月16日,109.03,108.56,109.11,108.44,0.39%
2016年5月13日,108.61,109.02,109.5,108.52,-0.39%
2016年5月12日,109.03,108.42,109.41,108.22,0.56%
2016年5月11日,108.42,109.27,109.39,108.36,-0.78%
2016年5月10日,109.27,108.34,109.36,108.25,0.87%
2016年5月9日,108.33,107.11,108.61,107.02,1.13%
2016年5月6日,107.12,107.28,107.44,106.45,-0.12%
2016年5月5日,107.25,107,107.5,106.8,0.21%
2016年5月4日,107.02,106.61,107.47,106.25,0.38%
2016年5月3日,106.61,106.42,106.69,105.53,0.18%
2016年5月2日,106.42,106.29,106.83,106.16,0.06%
2016年4月29日,106.36,108.11,108.2,106.28,-1.62%
2016年4月28日,108.11,111.5,111.92,107.88,-3.01%
2016年4月27日,111.47,111.31,111.77,111.02,0.14%
2016年4月26日,111.31,111.2,111.48,110.66,0.10%
2016年4月25日,111.2,111.56,111.92,110.83,-0.53%
2016年4月22日,111.79,109.46,111.82,109.25,2.14%
2016年4月21日,109.45,109.88,109.91,109.31,-0.36%
2016年4月20日,109.84,109.2,109.89,108.75,0.59%
2016年4月19日,109.2,108.83,109.52,108.76,0.34%
2016年4月18日,108.83,108.23,109,107.83,0.06%
2016年4月15日,108.77,109.41,109.77,108.61,-0.58%
2016年4月14日,109.4,109.36,109.57,108.91,0.05%
2016年4月13日,109.34,108.53,109.41,108.48,0.73%
2016年4月12日,108.55,107.93,108.8,107.84,0.57%
2016年4月11日,107.94,108.05,108.44,107.61,-0.11%
2016年4月8日,108.06,108.2,109.11,108.01,-0.15%
2016年4月7日,108.22,109.78,109.86,107.67,-1.44%
2016年4月6日,109.8,110.32,110.64,109.31,-0.48%
2016年4月5日,110.33,111.32,111.36,109.94,-0.90%
2016年4月4日,111.33,111.68,111.81,111.06,-0.30%
2016年4月1日,111.67,112.56,112.59,111.56,-0.81%
2016年3月31日,112.58,112.39,112.67,112.08,0.14%
2016年3月30日,112.42,112.69,112.81,111.99,-0.24%
2016年3月29日,112.69,113.42,113.81,112.58,-0.67%
2016年3月28日,113.45,113.08,113.7,113.03,0.34%
2016年3月25日,113.07,112.91,113.33,112.73,0.14%
2016年3月24日,112.91,112.37,113.02,112.27,0.47%
2016年3月23日,112.38,112.36,112.93,112.12,0.00%
2016年3月22日,112.38,111.94,112.5,111.36,0.39%
2016年3月21日,111.94,111.43,111.98,111.2,0.33%
2016年3月18日,111.57,111.38,111.77,110.8,0.16%
2016年3月17日,111.39,112.53,112.97,110.65,-1.07%
2016年3月16日,112.59,113.14,113.83,112.31,-0.53%
2016年3月15日,113.19,113.81,113.94,112.61,-0.56%
2016年3月14日,113.83,113.82,114.02,113.48,0.02%
2016年3月11日,113.81,113.18,113.92,112.76,0.55%
2016年3月10日,113.19,113.34,114.45,112.61,-0.13%
2016年3月9日,113.34,112.62,113.48,112.2,0.65%
2016年3月8日,112.61,113.45,113.52,112.41,-0.76%
2016年3月7日,113.47,113.78,114.09,113.2,-0.25%
2016年3月4日,113.76,113.68,114.26,113.15,0.06%
2016年3月3日,113.69,113.48,114.28,113.28,0.19%
2016年3月2日,113.48,114,114.58,113.19,-0.46%
2016年3月1日,114.01,112.67,114.21,112.14,1.17%
2016年2月29日,112.69,113.84,114.01,112.62,-1.15%
2016年2月26日,114,112.98,114,112.54,0.88%
2016年2月25日,113,112.17,113.03,111.87,0.72%
2016年2月24日,112.19,112.09,112.28,111.04,0.07%
2016年2月23日,112.11,112.88,113.06,111.75,-0.72%
2016年2月22日,112.92,112.61,113.39,112.34,0.31%
2016年2月19日,112.57,113.23,113.4,112.28,-0.60%
2016年2月18日,113.25,114.09,114.33,113.11,-0.75%
2016年2月17日,114.11,114.06,114.52,113.35,0.03%
2016年2月16日,114.08,114.57,114.89,113.57,-0.44%
2016年2月15日,114.58,113.2,114.72,113.04,1.20%
2016年2月12日,113.22,112.4,113.55,111.72,0.71%
2016年2月11日,112.42,113.31,113.59,110.98,-0.81%
2016年2月10日,113.34,115.12,115.28,113.12,-1.54%
2016年2月9日,115.11,115.84,115.86,114.22,-0.63%
2016年2月8日,115.84,116.88,117.53,115.17,-0.91%
2016年2月5日,116.9,116.77,117.42,116.42,0.11%
2016年2月4日,116.77,117.88,118.25,116.5,-0.98%
2016年2月3日,117.92,119.94,120.06,117.03,-1.71%
2016年2月2日,119.97,120.98,121.06,119.82,-0.83%
2016年2月1日,120.98,121.1,121.48,120.66,-0.07%
2016年1月29日,121.06,118.8,121.7,118.48,1.88%
2016年1月28日,118.83,118.67,119,118.39,0.13%
2016年1月27日,118.67,118.41,119.08,118.01,0.21%
2016年1月26日,118.42,118.29,118.62,117.63,0.10%
2016年1月25日,118.3,118.5,118.86,118.16,-0.40%
2016年1月22日,118.78,117.7,118.89,117.52,0.92%
2016年1月21日,117.7,116.92,117.83,116.45,0.65%
2016年1月20日,116.94,117.61,117.69,115.96,-0.60%
2016年1月19日,117.64,117.31,118.13,117.23,0.26%
2016年1月18日,117.34,116.88,117.47,116.55,0.24%
2016年1月15日,117.06,118.02,118.28,116.49,-0.84%
2016年1月14日,118.05,117.66,118.28,117.27,0.31%
2016年1月13日,117.69,117.64,118.39,117.61,0.04%
2016年1月12日,117.64,117.73,118.08,117.2,-0.11%
2016年1月11日,117.77,117.43,118.03,116.68,0.27%
2016年1月8日,117.45,117.66,118.77,117.42,-0.20%
2016年1月7日,117.68,118.46,118.77,117.3,-0.67%
2016年1月6日,118.47,119.05,119.17,118.22,-0.50%
2016年1月5日,119.06,119.41,119.71,118.77,-0.32%
2016年1月4日,119.44,120.27,120.47,118.68,-0.74%
2016年1月1日,120.33,120.27,120.33,120.27,0.01%
2015年12月31日,120.32,120.49,120.6,119.98,-0.17%
2015年12月30日,120.52,120.46,120.67,120.32,0.04%
2015年12月29日,120.47,120.38,120.5,120.2,0.05%
2015年12月28日,120.41,120.22,120.66,120.15,-0.01%
2015年12月25日,120.42,120.46,120.48,120.02,-0.02%
2015年12月24日,120.44,120.9,121,120.22,-0.41%
2015年12月23日,120.93,121.06,121.14,120.78,-0.12%
2015年12月22日,121.08,121.16,121.33,120.7,-0.09%
2015年12月21日,121.19,121.21,121.55,120.83,-0.02%
2015年12月18日,121.22,122.55,123.6,121.04,-1.09%
2015年12月17日,122.56,122.19,122.88,122.17,0.28%
2015年12月16日,122.22,121.65,122.42,121.41,0.44%
2015年12月15日,121.68,121.02,121.82,120.55,0.54%
2015年12月14日,121.03,120.96,121.36,120.32,0.14%
2015年12月11日,120.86,121.58,122.22,120.57,-0.61%
2015年12月10日,121.6,121.45,121.89,121.23,0.13%
2015年12月9日,121.44,122.92,123.06,121.05,-1.20%
2015年12月8日,122.92,123.36,123.42,122.69,-0.37%
2015年12月7日,123.38,123.2,123.47,123.12,0.17%
2015年12月4日,123.17,122.57,123.38,122.44,0.46%
2015年12月3日,122.61,123.24,123.58,122.27,-0.52%
2015年12月2日,123.25,122.87,123.67,122.8,0.31%
2015年12月1日,122.87,123.08,123.29,122.62,-0.19%
2015年11月30日,123.1,122.79,123.36,122.66,0.21%
2015年11月27日,122.84,122.6,122.89,122.28,0.18%
2015年11月26日,122.62,122.68,122.75,122.47,-0.08%
2015年11月25日,122.72,122.51,122.95,122.23,0.16%
2015年11月24日,122.53,122.83,122.97,122.29,-0.25%
2015年11月23日,122.84,122.77,123.28,122.73,-0.06%
2015年11月20日,122.91,122.85,123.07,122.7,0.04%
2015年11月19日,122.86,123.62,123.64,122.6,-0.63%
2015年11月18日,123.64,123.43,123.69,123.19,0.15%
2015年11月17日,123.45,123.17,123.5,123.14,0.23%
2015年11月16日,123.17,122.32,123.3,122.2,0.43%
2015年11月13日,122.64,122.59,123,122.43,0.02%
2015年11月12日,122.61,122.85,123.09,122.53,-0.19%
2015年11月11日,122.84,123.16,123.25,122.73,-0.24%
2015年11月10日,123.14,123.17,123.45,123,-0.04%
2015年11月9日,123.19,123.14,123.61,122.95,0.02%
2015年11月6日,123.16,121.74,123.29,121.6,1.16%
2015年11月5日,121.75,121.56,122.01,121.35,0.16%
2015年11月4日,121.56,121.06,121.73,120.98,0.41%
2015年11月3日,121.06,120.73,121.23,120.57,0.26%
2015年11月2日,120.75,120.63,120.81,120.24,0.11%
2015年10月30日,120.62,121.12,121.47,120.26,-0.42%
2015年10月29日,121.13,121.08,121.19,120.56,0.03%
2015年10月28日,121.09,120.44,121.28,120.23,0.52%
2015年10月27日,120.46,121.1,121.11,120.14,-0.52%
2015年10月26日,121.09,121.41,121.53,120.59,-0.31%
2015年10月23日,121.47,120.69,121.5,120.21,0.65%
2015年10月22日,120.69,119.9,120.79,119.59,0.62%
2015年10月21日,119.95,119.83,120.11,119.73,0.09%
2015年10月20日,119.84,119.47,119.98,119.38,0.28%
2015年10月19日,119.5,119.47,119.58,119.12,0.05%
2015年10月16日,119.44,118.88,119.69,118.8,0.46%
2015年10月15日,118.89,118.81,119.18,118.04,0.05%
2015年10月14日,118.83,119.73,119.81,118.62,-0.77%
2015年10月13日,119.75,120.04,120.08,119.53,-0.23%
2015年10月12日,120.03,120.24,120.28,119.86,-0.21%
2015年10月9日,120.28,119.93,120.38,119.82,0.28%
2015年10月8日,119.94,120,120.12,119.6,-0.07%
2015年10月7日,120.02,120.2,120.36,119.72,-0.19%
2015年10月6日,120.25,120.46,120.58,120.08,-0.17%
2015年10月5日,120.46,119.97,120.56,119.85,0.46%
2015年10月2日,119.91,119.92,120.42,118.67,-0.03%
2015年10月1日,119.94,119.85,120.3,119.48,0.07%
2015年9月30日,119.86,119.72,120.38,119.54,0.11%
2015年9月29日,119.73,119.91,120.17,119.22,-0.16%
2015年9月28日,119.92,120.51,120.59,119.67,-0.55%
2015年9月25日,120.58,120.06,121.26,119.99,0.42%
2015年9月24日,120.08,120.25,120.41,119.21,-0.18%
2015年9月23日,120.3,120.12,120.56,119.61,0.12%
2015年9月22日,120.15,120.56,120.64,119.68,-0.33%
2015年9月21日,120.55,119.79,120.67,119.71,0.46%
2015年9月18日,120,119.98,120.3,119.03,0.00%
2015年9月17日,120,120.54,121.02,119.77,-0.46%
2015年9月16日,120.56,120.4,120.73,120.08,0.10%
2015年9月15日,120.44,120.23,120.67,119.38,0.17%
2015年9月14日,120.23,120.58,120.84,119.83,-0.29%
2015年9月11日,120.58,120.6,120.99,120.34,-0.02%
2015年9月10日,120.61,120.51,121.34,119.95,0.08%
2015年9月9日,120.51,119.81,121.22,119.78,0.58%
2015年9月8日,119.81,119.27,120.23,118.83,0.44%
2015年9月7日,119.28,118.65,119.58,118.65,0.24%
2015年9月4日,119,120.05,120.19,118.75,-0.90%
2015年9月3日,120.08,120.32,120.7,119.62,-0.21%
2015年9月2日,120.33,119.37,120.47,119.2,0.80%
2015年9月1日,119.38,121.2,121.28,119.26,-1.52%
2015年8月31日,121.22,121.65,121.75,120.86,-0.41%
2015年8月28日,121.72,121,121.73,120.63,0.57%
2015年8月27日,121.03,119.9,121.39,119.77,0.93%
2015年8月26日,119.92,118.84,120.03,118.43,0.87%
2015年8月25日,118.88,118.39,120.41,118.23,0.39%
2015年8月24日,118.42,121.68,122.04,116.46,-2.96%
2015年8月21日,122.03,123.4,123.5,121.8,-1.12%
2015年8月20日,123.41,123.78,124.17,123.31,-0.32%
2015年8月19日,123.81,124.39,124.5,123.68,-0.48%
2015年8月18日,124.41,124.37,124.53,124.16,0.02%
2015年8月17日,124.39,124.39,124.58,124.19,0.06%
2015年8月14日,124.31,124.4,124.56,124.02,-0.09%
2015年8月13日,124.42,124.18,124.64,124.06,0.17%
2015年8月12日,124.21,125.1,125.29,123.77,-0.74%
2015年8月11日,125.13,124.61,125.23,124.49,0.40%
2015年8月10日,124.63,124.13,124.8,124.12,0.33%
2015年8月7日,124.22,124.74,125.08,124.08,-0.42%
2015年8月6日,124.74,124.85,124.97,124.52,-0.13%
2015年8月5日,124.9,124.38,125.03,123.99,0.41%
2015年8月4日,124.39,124,124.41,123.77,0.29%
2015年8月3日,124.03,124,124.3,123.83,0.07%
2015年7月31日,123.94,124.15,124.39,123.5,-0.16%
2015年7月30日,124.14,123.93,124.58,123.85,0.16%
2015年7月29日,123.94,123.56,124.03,123.3,0.31%
2015年7月28日,123.56,123.25,123.81,123.04,0.25%
2015年7月27日,123.25,123.71,123.86,122.98,-0.46%
2015年7月24日,123.82,123.9,124.12,123.57,-0.08%
2015年7月23日,123.92,123.94,124.2,123.65,-0.04%
2015年7月22日,123.97,123.85,124.17,123.54,0.06%
2015年7月21日,123.89,124.26,124.5,123.73,-0.31%
2015年7月20日,124.27,124.06,124.39,123.96,0.15%
2015年7月17日,124.08,124.15,124.23,123.89,-0.06%
2015年7月16日,124.16,123.76,124.19,123.71,0.31%
2015年7月15日,123.78,123.36,123.99,123.23,0.32%
2015年7月14日,123.38,123.42,123.75,122.91,-0.05%
2015年7月13日,123.44,122,123.55,122,0.56%
2015年7月10日,122.75,121.33,122.89,121.25,1.16%
2015年7月9日,121.34,120.71,121.58,120.44,0.53%
2015年7月8日,120.7,122.52,122.58,120.38,-1.51%
2015年7月7日,122.55,122.56,122.89,121.98,-0.02%
2015年7月6日,122.58,122.05,122.94,121.72,-0.19%
2015年7月3日,122.81,123.03,123.2,122.57,-0.20%
2015年7月2日,123.06,123.16,123.75,122.94,-0.09%
2015年7月1日,123.17,122.46,123.25,122.33,0.55%
2015年6月30日,122.5,122.53,122.73,121.92,-0.03%
2015年6月29日,122.54,122.7,123.2,122.1,-1.07%
2015年6月26日,123.86,123.6,123.98,123.2,0.19%
2015年6月25日,123.62,123.84,123.97,123.3,-0.19%
2015年6月24日,123.85,123.93,124.38,123.69,-0.08%
2015年6月23日,123.95,123.35,124.19,123.32,0.46%
2015年6月22日,123.38,122.81,123.44,122.54,0.58%
2015年6月19日,122.67,122.95,123.25,122.53,-0.24%
2015年6月18日,122.97,123.42,123.61,122.46,-0.38%
2015年6月17日,123.44,123.34,124.45,123.19,0.06%
2015年6月16日,123.36,123.41,123.79,123.27,-0.05%
2015年6月15日,123.42,123.34,123.67,123.1,0.02%
2015年6月12日,123.39,123.39,123.83,123.11,-0.02%
2015年6月11日,123.42,122.67,124.15,122.6,0.61%
2015年6月10日,122.67,124.32,124.64,122.43,-1.34%
2015年6月9日,124.34,124.46,124.75,123.84,-0.11%
2015年6月8日,124.48,125.58,125.69,124.28,-0.91%
2015年6月5日,125.62,124.35,125.86,124.32,1.00%
2015年6月4日,124.38,124.24,124.69,123.76,0.10%
2015年6月3日,124.25,124.11,124.69,123.77,0.11%
2015年6月2日,124.11,124.76,125.06,123.74,-0.54%
2015年6月1日,124.78,124.1,124.93,123.85,0.52%
2015年5月29日,124.14,123.95,124.22,123.58,0.15%
2015年5月28日,123.95,123.61,124.47,123.47,0.23%
2015年5月27日,123.67,123.05,124.08,122.76,0.45%
2015年5月26日,123.11,121.55,123.34,121.48,1.28%
2015年5月25日,121.56,121.48,121.78,121.42,0.01%
2015年5月22日,121.55,121.02,121.58,120.61,0.42%
2015年5月21日,121.04,121.31,121.4,120.82,-0.26%
2015年5月20日,121.36,120.68,121.48,120.56,0.56%
2015年5月19日,120.69,119.98,120.73,119.8,0.58%
2015年5月18日,119.99,119.25,120.04,119.22,0.59%
2015年5月15日,119.29,119.13,119.95,119.13,0.10%
2015年5月14日,119.17,119.15,119.38,118.86,0.01%
2015年5月13日,119.16,119.86,119.99,119.01,-0.58%
2015年5月12日,119.86,120.07,120.28,119.76,-0.18%
2015年5月11日,120.08,119.65,120.17,119.43,0.23%
2015年5月8日,119.81,119.72,120.25,119.58,0.07%
2015年5月7日,119.73,119.43,119.86,119.03,0.22%
2015年5月6日,119.47,119.84,120.08,119.18,-0.32%
2015年5月5日,119.85,120.1,120.54,119.71,-0.24%
2015年5月4日,120.14,120.15,120.31,119.97,-0.02%
2015年5月1日,120.17,119.37,120.3,119.34,0.68%
2015年4月30日,119.36,118.98,119.92,118.47,0.27%
2015年4月29日,119.04,118.82,119.38,118.58,0.15%
2015年4月28日,118.86,119,119.22,118.75,-0.15%
2015年4月27日,119.04,118.98,119.44,118.75,0.05%
2015年4月24日,118.98,119.58,119.67,118.8,-0.50%
2015年4月23日,119.58,119.91,120.11,119.4,-0.28%
2015年4月22日,119.92,119.65,119.97,119.32,0.21%
2015年4月21日,119.67,119.14,119.83,119.14,0.39%
2015年4月20日,119.2,118.8,119.45,118.51,0.24%
2015年4月17日,118.92,118.99,119.28,118.54,-0.08%
2015年4月16日,119.01,119.15,119.49,118.77,-0.12%
2015年4月15日,119.15,119.39,119.76,118.76,-0.20%
2015年4月14日,119.39,120.1,120.19,119.04,-0.62%
2015年4月13日,120.14,120.19,120.88,119.74,-0.07%
2015年4月10日,120.22,120.59,120.64,120.03,-0.31%
2015年4月9日,120.59,120.12,120.76,119.83,0.37%
2015年4月8日,120.14,120.24,120.36,119.62,-0.12%
2015年4月7日,120.28,119.52,120.45,119.41,0.63%
2015年4月6日,119.53,118.93,119.69,118.77,0.47%
2015年4月3日,118.97,119.71,119.8,118.69,-0.63%
2015年4月2日,119.72,119.76,119.91,119.42,-0.04%
2015年4月1日,119.77,120.1,120.34,119.4,-0.31%
2015年3月31日,120.14,120.06,120.38,119.76,0.05%
2015年3月30日,120.08,119.12,120.23,119.09,0.79%
2015年3月27日,119.14,119.18,119.53,118.91,-0.05%
2015年3月26日,119.2,119.48,119.59,118.3,-0.25%
2015年3月25日,119.5,119.75,119.85,119.22,-0.21%
2015年3月24日,119.75,119.71,120,119.21,0.02%
2015年3月23日,119.73,120.05,120.17,119.57,-0.25%
2015年3月20日,120.03,120.79,121.2,119.88,-0.64%
2015年3月19日,120.8,120.09,121.05,119.66,0.57%
2015年3月18日,120.11,121.36,121.42,119.38,-1.03%
2015年3月17日,121.36,121.32,121.53,121.09,0.02%
2015年3月16日,121.33,121.37,121.5,121.07,-0.05%
2015年3月13日,121.39,121.27,121.58,121.11,0.07%
2015年3月12日,121.3,121.42,121.69,120.67,-0.12%
2015年3月11日,121.45,121.11,121.63,120.85,0.26%
2015年3月10日,121.14,121.15,122.03,120.91,-0.02%
2015年3月9日,121.16,120.8,121.42,120.58,0.26%
2015年3月6日,120.84,120.12,121.29,119.88,0.57%
2015年3月5日,120.15,119.65,120.41,119.6,0.39%
2015年3月4日,119.68,119.72,119.85,119.45,-0.04%
2015年3月3日,119.73,120.12,120.27,119.35,-0.33%
2015年3月2日,120.13,119.55,120.19,119.55,0.49%
2015年2月27日,119.54,119.41,119.82,119.09,0.10%
2015年2月26日,119.42,118.86,119.51,118.65,0.47%
2015年2月25日,118.86,118.96,119.08,118.59,-0.10%
2015年2月24日,118.98,118.81,119.84,118.74,0.14%
2015年2月23日,118.81,119,119.36,118.71,-0.18%
2015年2月20日,119.03,118.93,119.2,118.27,0.08%
2015年2月19日,118.94,118.78,119.19,118.45,0.13%
2015年2月18日,118.79,119.25,119.42,118.52,-0.39%
2015年2月17日,119.25,118.46,119.44,118.21,0.65%
2015年2月16日,118.48,118.74,118.87,118.16,-0.23%
2015年2月13日,118.75,119.1,119.22,118.4,-0.30%
2015年2月12日,119.11,120.45,120.47,118.49,-1.13%
2015年2月11日,120.47,119.41,120.5,119.26,0.87%
2015年2月10日,119.43,118.61,119.63,118.37,0.67%
2015年2月9日,118.64,119.16,119.2,118.31,-0.29%
2015年2月6日,118.98,117.51,119.24,117.16,1.23%
2015年2月5日,117.53,117.24,117.61,116.99,0.21%
2015年2月4日,117.28,117.55,118,117.05,-0.25%
2015年2月3日,117.57,117.6,117.76,116.86,-0.02%
2015年2月2日,117.59,117.45,117.88,116.65,0.12%
2015年1月30日,117.45,118.29,118.47,117.28,-0.71%
2015年1月29日,118.29,117.53,118.51,117.36,0.63%
2015年1月28日,117.55,117.85,118.27,117.25,-0.27%
2015年1月27日,117.87,118.45,118.67,117.32,-0.50%
2015年1月26日,118.46,117.76,118.51,117.25,0.58%
2015年1月23日,117.78,118.48,118.84,117.52,-0.60%
2015年1月22日,118.49,117.93,118.67,117.24,0.46%
2015年1月21日,117.95,118.79,118.86,117.16,-0.72%
2015年1月20日,118.81,117.55,118.89,117.53,1.05%
2015年1月19日,117.57,117.6,117.8,116.91,-0.06%
2015年1月16日,117.64,116.15,117.78,115.82,1.27%
2015年1月15日,116.17,117.32,117.94,116.13,-0.99%
2015年1月14日,117.33,117.93,117.97,116.05,-0.51%
2015年1月13日,117.93,118.33,118.85,117.53,-0.35%
2015年1月12日,118.35,118.5,119.34,118.08,-0.15%